ID,URL,Ruta Next.js,Tipo de página,Negocio/Oferta,Keyword principal,Keywords secundarias,Ciudad,Intención de búsqueda,Estado,Prioridad,Título SEO,Meta description,H1,CTA principal,Formulario activo,WhatsApp activo,Schema JSON-LD,Está en sitemap,Indexada en Google,Clicks,Impresiones,CTR,Posición media,Última actualización,Próxima acción,Notas
001,/,app/page.tsx,Home,BarberíaOS SaaS,software para barberías,"sistema para barberías, reservas barberías, agenda barbería",,Informacional + Transaccional,Publicada,Alta,"Software para barberías | Reservas, caja y QR — BarberíaOS","Software para barberías con reservas online, caja, QR, página pública y control de barberos. Sin comisión por cita.","Reservas, caja y clientes para tu barbería. Sin comisión.",Ver demo,,Sí,"SoftwareApplication, Organization, WebSite",Sí,,,,,,2026-05-16,Añadir FAQ JSON-LD al hero,Metadata global en layout.tsx
002,/demo,app/demo/page.tsx,Landing comercial,Demo BarberíaOS,demo software barbería,"probar barbería online, ver demo barbería",,Transaccional,Publicada,Alta,Demo BarberíaOS | Ve el panel en directo,Prueba BarberíaOS gratis. Ve la agenda, caja, clientes y reservas públicas sin registrarte.,Prueba BarberíaOS con una reserva real.,Empezar demo,Sí,Sí,,Sí,,,,,,2026-05-16,Añadir JSON-LD SoftwareApplication,Prioridad 0.9 en sitemap
003,/software-para-barberias,app/software-para-barberias/page.tsx,Landing SEO,BarberíaOS SaaS,software para barberías,"programa para barberías, app para barbería, sistema gestión barbería",,Informacional + Transaccional,Publicada,Alta,Software para barberías | BarberíaOS,"Software para barberías con reservas online, agenda, caja, clientes, productos, QR, marketing e IA. Sin comisión por reserva.",El software para barberías que conecta reservas, caja y clientes.,Ver demo,,Sí,,"Sí (con canonical)",,,,,2026-05-16,Añadir JSON-LD FAQPage + SoftwareApplication,Usa componente SeoLandingPage
004,/reservas-online-barberia,app/reservas-online-barberia/page.tsx,Landing SEO,Reservas BarberíaOS,reservas online barbería,"agenda online barbería, citas online barbería, booking barbería",,Transaccional,Publicada,Alta,Reservas online para barberías | BarberíaOS,Activa las reservas online de tu barbería con enlace público, QR y página propia. Sin comisión por cita. Prueba BarberíaOS.,Reservas online para tu barbería sin comisión por cita.,Ver demo,,Sí,,Sí (sitemap),,,,,,2026-05-16,Añadir canonical + JSON-LD,Usa componente SeoLandingPage
005,/programa-reservas-barberia,app/programa-reservas-barberia/page.tsx,Landing SEO,Reservas BarberíaOS,programa reservas barbería,"software reservas barbería, gestión citas barbería",,Informacional + Transaccional,Publicada,Alta,Programa de reservas para barberías | BarberíaOS,Programa de reservas para barberías con agenda, barberos, servicios y página pública de reservas. Sin comisión.,El programa de reservas pensado para barberías independientes.,Ver demo,,Sí,,Sí (sitemap),,,,,,2026-05-16,Añadir canonical + JSON-LD,Usa componente SeoLandingPage
006,/agenda-online-barberia,app/agenda-online-barberia/page.tsx,Landing SEO,Agenda BarberíaOS,agenda online barbería,"agenda barbería gratis, citas online barbería, calendario barbería",,Transaccional,Publicada,Alta,Agenda online para barberías | BarberíaOS,Activa la agenda online de tu barbería. Tus clientes reservan desde Instagram, WhatsApp o QR. Sin comisión por cita.,Agenda online para barberías: reservas desde cualquier canal.,Ver demo,,Sí,,Sí (sitemap),,,,,,2026-05-16,Añadir canonical + JSON-LD,Usa componente SeoLandingPage
007,/caja-para-barberias,app/caja-para-barberias/page.tsx,Landing SEO,Caja BarberíaOS,caja para barberías,"caja registradora barbería, cobros barbería, cierre diario barbería",,Informacional + Transaccional,Publicada,Alta,Caja para barberías | BarberíaOS,Caja para barberías con cobros, métodos de pago, propinas, productos y cierre diario. Sin complicaciones.,La caja que entiende cómo trabaja una barbería.,Ver demo,,Sí,,Sí (sitemap),,,,,,2026-05-16,Añadir canonical + JSON-LD,Usa componente SeoLandingPage
008,/alternativa-booksy-barberias,app/alternativa-booksy-barberias/page.tsx,Landing SEO,BarberíaOS vs Booksy,alternativa booksy barberias,"booksy alternativa, alternativa treatwell barbería, sin comisión barbería",,Transaccional + Comparativa,Publicada,Alta,Alternativa a Booksy para barberías | BarberíaOS,¿Cansado de pagar comisión por cada reserva? BarberíaOS es la alternativa a Booksy sin comisión. Tus clientes son tuyos.,La alternativa a Booksy que no cobra comisión por cada cliente.,Ver demo,,Sí,,Sí (sitemap),,,,,,2026-05-16,Añadir canonical + JSON-LD,Usa componente SeoLandingPage
009,/software-barberias-barcelona,app/software-barberias-barcelona/page.tsx,Landing ciudad,BarberíaOS Barcelona,software barberías Barcelona,"barbería software Barcelona, gestión barbería Barcelona, reservas barbería Barcelona",Barcelona,Transaccional local,Publicada,Alta,Software para barberías en Barcelona | BarberíaOS,Software para barberías en Barcelona con reservas online, caja, QR y clientes propios. Sin comisión por reserva.,El software para barberías en Barcelona sin comisión.,Ver demo,,Sí,,Sí (sitemap),,,,,,2026-05-16,Añadir canonical + JSON-LD LocalBusiness,Única landing de ciudad activa
010,/software-barberias-sin-comision,app/software-barberias-sin-comision/page.tsx,Landing SEO,BarberíaOS sin comisión,software barberías sin comisión,"software barbería sin comision, alternativa booksy, barbería independiente",,Transaccional,Publicada,Alta,Software para barberías sin comisión | BarberíaOS,"Software para barberías sin comisión por reserva. Agenda, caja, clientes y QR. Pago mensual fijo, sin descuentos por cliente.",Software para barberías: sin comisión por cada reserva.,Ver demo,,Sí,,Sí (sitemap),,,,,,2026-05-16,Añadir canonical + JSON-LD,Usa componente SeoLandingPage
011,/barberias,app/barberias/page.tsx,Directorio,Marketplace BarberíaOS,directorio barberías,"barberías cerca, encontrar barbería, barberías por ciudad",,Navegacional,Publicada,Media,Directorio de barberías | BarberíaOS,Encuentra barberías cerca de ti. Reserva online en las mejores barberías con BarberíaOS.,Encuentra tu barbería y reserva online.,Buscar barbería,,Sí,,Sí (sitemap prioridad 0.8),,,,,,2026-05-16,Añadir JSON-LD ItemList + generateSitemapEntries para ciudades,Tiene layout propio
012,/barberias/[city],app/barberias/[city]/page.tsx,Ciudad dinámica,Marketplace BarberíaOS,barberías en [ciudad],"barbería [ciudad], reservar barbería [ciudad]",[city dinámico],Navegacional local,Publicada,Alta,Barberías en [Ciudad] | BarberíaOS,Encuentra las mejores barberías en [ciudad] y reserva online sin esperar.,Las mejores barberías en [ciudad].,Reservar ahora,Sí,Sí,generateMetadata dinámico,No incluido — FALTA,,,,,,2026-05-16,Añadir a sitemap con generateSitemapEntries,Ruta dinámica — falta en sitemap.ts
013,/vision,app/vision/page.tsx,Institucional,Marca BarberíaOS,visión barberiaos,"tecnología barberías, futuro barberías, barbería digital",,Informacional,Publicada,Baja,Visión de BarberíaOS | Tecnología para barberías con propósito,La visión de BarberíaOS: ayudar a barberías independientes a recuperar el control de su agenda y clientes.,Tecnología para que cada barbería tenga más control y libertad.,Ver demo,,Sí,"Organization, WebPage, BreadcrumbList",Sí (0.7),,,,,,2026-05-16,Revisar contenido para EEAT,JSON-LD completo
014,/mision,app/mision/page.tsx,Institucional,Marca BarberíaOS,misión barberiaos,"ayudar barberías crecer, software barberías independientes",,Informacional,Publicada,Baja,Misión de BarberíaOS | Ayudar a barberías a crecer con orden,Misión de BarberíaOS: ayudar a barberías independientes a crecer con orden y tecnología simple.,Ayudar a barberías a crecer con orden y tecnología simple.,Ver demo,,Sí,"Organization, WebPage, BreadcrumbList",Sí (0.7),,,,,,2026-05-16,Revisar contenido para EEAT,JSON-LD completo
015,/proposito,app/proposito/page.tsx,Institucional,Marca BarberíaOS,propósito barberiaos,"por qué barberiaos, fundadores barberiaos, tecnología justa",,Informacional,Publicada,Baja,Propósito de BarberíaOS | Software para barberías con impacto real,Propósito de BarberíaOS: dignificar el trabajo de los barberos con tecnología justa que sirve de verdad.,Dignificar el trabajo de los barberos con tecnología que sirve.,Ver demo,,Sí,"Organization, WebPage, BreadcrumbList",Sí (0.7),,,,,,2026-05-16,Revisar contenido para EEAT,JSON-LD completo. Tiene founderStatement.
016,/movimiento,app/movimiento/page.tsx,Institucional,Marca BarberíaOS,movimiento 1000 barberías,"1000 barberías, barberías independientes, digitalización barbería",,Informacional,Publicada,Baja,Movimiento BarberíaOS | 1.000 barberías más ordenadas,Movimiento 1000 Barberías Ordenadas: ayudar a barberías a digitalizarse sin comisión.,Un movimiento para que las barberías independientes recuperen el control.,Unirse como barbería fundadora,,Sí,"Organization, WebPage, BreadcrumbList",Sí (0.7),,,,,,2026-05-16,Añadir casos reales cuando existan,CTA especial a WhatsApp de fundadores
017,/impacto,app/impacto/page.tsx,Institucional,Marca BarberíaOS,impacto barberiaos,"impacto tecnología barberías, resultados software barbería",,Informacional,Publicada,Baja,Impacto de BarberíaOS | Tecnología que ayuda a negocios reales,Impacto de BarberíaOS en dueños de barberías: más control menos caos mejor experiencia.,Tecnología que ayuda a negocios reales.,Ver demo de impacto,,Sí,"Organization, WebPage, BreadcrumbList",Sí (0.7),,,,,,2026-05-16,Añadir métricas reales cuando existan,JSON-LD completo
018,/academia,app/academia/page.tsx,Institucional / Educativo,Academia BarberíaOS,academia barberiaos,"formación barbería, aprender gestionar barbería, cursos dueños barberías",,Informacional,Publicada,Media,Academia BarberíaOS | Aprende a hacer crecer tu barbería,Academia BarberíaOS enseñará a dueños de barberías a usar mejor su agenda y marketing.,Aprende a convertir tu barbería en un negocio más ordenado y rentable.,Ver demo del sistema,,Sí,"Organization, WebPage, BreadcrumbList",Sí (0.7),,,,,,2026-05-16,Poblar con contenido real cuando exista,Módulos futuros documentados
019,/historias,app/historias/page.tsx,Casos de estudio,Casos BarberíaOS,historias barberiaos,"casos reales barberías, testimonios software barbería, resultados barbería",,Informacional,Publicada,Media,Historias BarberíaOS | Casos reales de barberías que crecen,Historias BarberíaOS prepara casos reales de barberías que crecen. Impacto esperado sin testimonios inventados.,Historias que queremos construir junto a barberías reales.,Ser barbería fundadora,,Sí,"Organization, WebPage, BreadcrumbList",Sí (0.7),,,,,,2026-05-16,Añadir caso real con permiso,Sin testimonios inventados — honesto
020,/r/[slug],app/r/[slug]/page.tsx,Página pública de reservas,,reservar en [nombre barbería],"citas [barbería], reservar [slug]",[dinámico],Transaccional,Activa (funcional),Alta,Reserva en [Nombre Barbería] | BarberíaOS,[Descripción de la barbería y servicios disponibles],[H1 dinámico por barbería],Reservar ahora,Sí,Sí,generateMetadata dinámico,No incluido — FALTA (debería bloquearse en robots),,,,,,2026-05-16,Añadir /r/ a robots.txt disallow,Páginas de reserva pública por barbería — no deben indexarse
021,/review/[token],app/review/[token]/page.tsx,Funcional (reseña),,dejar reseña barbería,,,[dinámico],Transaccional,Activa (funcional),Baja,,,,Enviar reseña,Sí,No,,No incluido — FALTA (debería bloquearse en robots),,,,,,2026-05-16,Añadir /review/ a robots.txt disallow,URLs con token único — no indexar
022,/login,app/login/page.tsx,Autenticación,,,,,,Transaccional,Activa,N/A,,,,Iniciar sesión,Sí,No,,Bloqueada en robots.txt,,,,,,2026-05-16,Sin acción,Correctamente bloqueada
023,/forgot-password,app/forgot-password/page.tsx,Autenticación,,,,,,Transaccional,Activa,N/A,,,,Recuperar contraseña,Sí,No,,Bloqueada en robots.txt,,,,,,2026-05-16,Sin acción,Correctamente bloqueada
024,/reset-password,app/reset-password/page.tsx,Autenticación,,,,,,Transaccional,Activa,N/A,,,,Nueva contraseña,Sí,No,,Bloqueada en robots.txt,,,,,,2026-05-16,Sin acción,Correctamente bloqueada
025,/onboarding,app/onboarding/page.tsx,Autenticación / Onboarding,,,,,,Transaccional,Activa,N/A,,,,Configurar barbería,Sí,No,,Bloqueada en robots.txt,,,,,,2026-05-16,Sin acción,Correctamente bloqueada
026,/legal,app/legal/page.tsx,Legal,BarberíaOS Legal,aviso legal,,,,Navegacional legal,Publicada,Baja,Centro legal | BarberíaOS,Documentos legales de BarberíaOS: privacidad, términos, cookies y más.,Centro de documentos legales.,,,No,,Sí (0.4),,,,,,2026-05-16,Sin acción prioritaria,Índice de páginas legales
027,/legal/privacidad,app/legal/privacidad/page.tsx,Legal,BarberíaOS Legal,política privacidad barberiaos,,,,Informacional legal,Publicada,Baja,Política de privacidad | BarberíaOS,,,,,No,,Sí (0.4),,,,,,2026-05-16,Sin acción prioritaria,
028,/legal/terminos,app/legal/terminos/page.tsx,Legal,BarberíaOS Legal,términos de uso barberiaos,,,,Informacional legal,Publicada,Baja,Términos de uso | BarberíaOS,,,,,No,,Sí (0.4),,,,,,2026-05-16,Sin acción prioritaria,
029,/legal/cookies,app/legal/cookies/page.tsx,Legal,BarberíaOS Legal,política cookies barberiaos,,,,Informacional legal,Publicada,Baja,Política de cookies | BarberíaOS,,,,,No,,Sí (0.4),,,,,,2026-05-16,Sin acción prioritaria,
